"Latitude","Longitude","Severity.Total.Score"
-38.13251,145.8652,390
-38.13194,145.87053,390
-38.13332,145.8729,390
-38.13681,145.86652,390
-38.1365,145.86382,390
-37.805631,144.963106,1573
-37.808383,144.963328,22618
-37.81045,144.964267,22618
-37.813397,144.965608,22618
-37.816375,144.967019,22618
-37.81852,144.967992,22618
-37.82197,144.96955,3326
-37.824695,144.970835,3326
-37.828265,144.971427,3326
-37.828827,144.971377,3326
-37.832618,144.972145,3326
-37.811887,144.950994,2060
-37.80974,144.9498,2060
-37.810419,144.950068,2060
-37.812599,144.951065,2060
-37.813516,144.951497,2060
-37.809994,144.950592,2060
-37.8093,144.95204,2060
-37.8087,144.95463,2060
-37.81916,144.96194,3326
-37.821507,144.954221,1021
-37.81908,144.96162,3326
-37.814978,144.968967,22618
-37.810002,144.966695,22618
-37.835937,144.975381,1356
-37.806747,144.966036,22618
-37.808639,144.966305,22618
-37.838855,144.976568,1356
-37.809014,144.969059,22618
-37.809722,144.971325,22618
-37.81044,144.968858,22618
-37.811564,144.965029,22618
-37.813897,144.957024,2060
-37.81481,144.952095,2060
-37.81501,144.9527,2060
-37.814401,144.954504,2060
-37.813454,144.957872,2060
-37.812634,144.960674,22618
-37.81131,144.965278,22618
-37.81133,144.965206,22618
-37.593045,144.9039,14
-37.59088,144.91534,2347
-37.59068,144.91571,2347
-37.57263,144.914896,2347
-37.572504,144.914518,2347
-37.577093,144.909837,14
-37.576487,144.90894,14
-37.70807,144.87712,483
-37.70757,144.87477,483
-37.7076,144.87314,483
-37.71026,144.870779,483
-37.710211,144.870432,483
-37.71474,144.86595,483
-37.71448,144.86612,483
-37.713886,144.861922,483
-37.71363,144.86194,483
-37.71082,144.85957,483
-37.71061,144.85992,483
-37.70944,144.85676,483
-37.70927,144.85668,483
-37.70901,144.85275,483
-37.70885,144.85242,483
-37.706258,144.850702,99
-37.70612,144.85094,99
-37.70224,144.85187,99
-37.70229,144.85199,99
-37.70125,144.8573,483
-37.70124,144.85767,34
-37.696915,144.856658,693
-37.696939,144.856765,693
-37.692568,144.863179,693
-37.692763,144.86341,693
-37.694808,144.875908,34
-37.63083,144.927675,2347
-37.63218,144.922573,2347
-37.631713,144.919156,2347
-37.620771,144.92273,2347
-37.620221,144.919203,2347
-37.61797,144.9164,2347
-37.615055,144.90865,2347
-37.732744,144.951301,558
-37.729283,144.949887,558
-37.725321,144.950472,558
-37.706983,144.894683,693
-38.179345,144.470848,142
-38.179657,144.474587,142
-38.189965,144.469567,142
-38.191309,144.468802,142
-38.190663,144.461583,168
-38.190059,144.458053,168
-38.18787,144.455177,168
-38.179786,144.475935,142
-38.183661,144.475227,142
-38.187203,144.474435,142
-38.186792,144.47168,142
-38.177441,144.466629,142
-38.173314,144.402229,1115
-38.211067,144.514097,262
-38.182718,144.437928,262
-38.269713,144.513951,10
-38.247975,144.332244,1368
-38.26286,144.512603,10
-38.160774,144.388213,1115
-38.247969,144.332638,1368
-38.091727,144.335265,793
-38.158523,144.358524,3738
-38.185592,144.339686,1368
-37.74637,144.976349,1878
-38.152117,144.370161,3738
-38.172833,144.402596,1115
-38.259072,144.541885,266
-38.140987,144.34828,389
-38.196033,144.334901,1368
-38.27109,144.61111,103
-38.27101,144.61117,103
-38.180546,144.345266,1368
-38.195737,144.343599,1368
-38.201918,144.330881,1368
-38.19582,144.3436,1368
-38.21003,144.311457,1368
-37.729867,144.867411,483
-37.73168,144.865304,483
-37.733615,144.864934,483
-37.737544,144.864124,483
-37.741082,144.863529,483
-37.744506,144.862927,587
-37.746018,144.862641,587
-37.750959,144.862725,587
-37.75133,144.866082,587
-37.751587,144.868459,587
-37.751821,144.870603,587
-37.752127,144.873236,587
-37.753371,144.884107,587
-37.75359,144.886054,587
-37.753913,144.888913,587
-37.763722,144.934758,358
-37.763411,144.932509,358
-37.76318,144.930374,358
-37.763008,144.928803,947
-37.762688,144.925982,947
-37.764335,144.924147,947
-37.754166,144.891262,587
-37.754436,144.89382,587
-37.754639,144.895602,587
-37.755043,144.89912,587
-37.755505,144.902918,587
-37.755731,144.904823,587
-37.756175,144.908606,587
-37.756414,144.910806,587
-37.756823,144.914534,587
-37.760507,144.897882,615
-37.760368,144.89585,615
-37.759178,144.898145,615
-37.757017,144.8987,587
-37.757422,144.902071,587
-37.757712,144.904505,587
-37.758192,144.906802,587
-37.762282,144.905994,615
-37.765216,144.906258,615
-37.765466,144.908553,947
-37.783902,145.013842,733
-37.78316,145.01838,400
-37.781891,145.024457,400
-37.782343,145.022613,400
-37.7816,145.02623,400
-37.780843,145.030515,400
-37.780459,145.032529,400
-37.780091,145.034384,400
-37.8511,145.06793,274
-37.84911,145.06834,274
-37.858077,145.041048,2902
-37.858457,145.044194,2902
-37.858943,145.048258,2902
-37.859309,145.051208,785
-37.859611,145.053792,785
-37.860042,145.056584,785
-37.85978,145.054184,785
-37.859483,145.051501,785
-37.859106,145.04841,785
-37.858669,145.044703,2902
-37.858274,145.041356,2902
-37.783974,145.008488,733
-37.784069,145.01355,733
-37.783353,145.01812,400
-37.78251,145.02214,400
-37.7821,145.024314,400
-37.78171,145.02645,400
-37.781234,145.028906,400
-37.780308,145.03366,400
-37.780639,145.032061,400
-37.801646,145.055083,480
-37.803541,145.054721,480
-37.805527,145.054341,480
-37.80937,145.05364,480
-37.80977,145.05239,480
-37.812438,145.051912,480
-37.81273,145.048608,480
-37.815439,145.04662,480
-37.818102,145.045922,480
-37.82557,145.04453,204
-38.384919,142.479612,2512
-38.389257,142.493576,2512
-38.372271,142.478748,2512
-38.382019,142.227715,108
-38.386961,142.605311,56
-38.301977,142.373026,27
-38.384248,142.525978,2512
-38.327337,142.373305,38
-38.382298,142.515339,2512
-38.378229,142.229652,108
-38.327926,142.390997,27
-38.389156,142.490351,2512
-38.328077,142.397654,27
-38.387747,142.487364,2512
-38.383452,142.521336,2512
-38.377547,142.481752,2512
-38.383878,142.512169,2512
-38.369918,142.468792,2512
-38.379403,142.515296,2512
-38.379647,142.515768,2512
-38.389181,142.495389,2512
-38.370202,142.478078,2512
-38.382847,142.231154,108
-38.378138,142.515723,2512
-38.378024,142.516095,2512
-38.383918,142.521473,2512
-38.385167,142.521508,2512
-38.386022,142.518759,2512
-38.38475,142.475637,2512
-38.383433,142.467869,2512
-38.381066,142.462644,2512
-38.378509,142.456781,2512
-38.380473,142.519477,2512
-38.371565,142.478042,2512
-38.382965,142.231159,108
-38.377201,142.454399,2512
-38.373023,142.454136,2512
-38.369942,142.45677,2512
-38.382612,142.46567,2512
-38.379317,142.491328,2512
-36.396846,145.350296,581
-36.396496,145.35252,581
-36.395003,145.35503,581
-36.387588,145.358658,581
-36.377065,145.347688,581
-36.376965,145.345638,581
-36.376986,145.342943,581
-36.379058,145.343025,581
-36.379032,145.348795,581
-36.380955,145.352798,581
-36.380388,145.354707,581
-36.381493,145.354849,581
-36.384709,145.357041,581
-36.389022,145.360149,581
-36.390878,145.360361,581
-36.394755,145.356774,581
-36.391998,145.365622,581
-36.382961,145.400513,3685
-36.371837,145.131903,4
-36.396933,144.980645,422
-35.920296,145.649157,383
-35.919668,145.659926,383
-36.355193,146.317185,1901
-36.355234,146.314395,1901
-36.352909,146.314913,1901
-36.351586,146.315293,1901
-36.34989,146.310943,1901
-36.352183,146.310432,1901
-36.346687,146.311674,1901
-36.353128,146.310215,1901
-36.355849,146.30961,1901
-36.357088,146.309322,1901
-36.358171,146.308752,1901
-36.3579,146.307,1901
-36.357617,146.305607,1901
-36.358827,146.305202,1901
-36.358618,146.303904,1901
-36.357433,146.304143,1901
-36.356416,146.304384,1901
-36.355382,146.304618,1901
-36.01028,146.39406,3
-36.01028,146.393878,3
-36.359148,146.686791,137
-36.155634,146.61138,11
-36.252425,147.03048,119
-36.284844,146.883451,119
-36.308824,146.84586,119
-36.313136,146.838157,119
-36.308346,146.831078,119
-36.358907,146.687935,137
-36.359148,146.686791,137
-36.054259,146.459998,105
-36.054159,146.460069,105
-36.152097,146.609182,11
-36.152072,146.609083,11
-36.055055,146.459334,105
-37.352473,144.540358,224
-37.35276,144.53465,224
-37.35089,144.53493,224
-37.35421,144.53218,224
-37.35404,144.52864,224
-37.35381,144.52118,224
-37.35448,144.52612,224
-37.35783,144.52582,224
-37.35567,144.52318,224
-37.3571,144.52954,224
-37.35853,144.53233,224
-37.36067,144.54016,224
-37.3634,144.53981,224
-37.36239,144.53432,224
-37.35991,144.53252,224
-37.3594,144.52913,224
-37.36525,144.53522,224
-37.35889,144.52702,224
-37.36761,144.53099,224
-37.36483,144.53059,224
-37.36337,144.52803,224
-37.35966,144.52632,224
-37.98318,145.221213,7567
-37.981025,145.22162,7567
-37.978868,145.222022,7567
-37.984586,145.220784,72
-37.981143,145.221429,7567
-37.97838,145.22195,90
-37.974738,145.222644,90
-37.631385,145.067209,667
-37.63359,145.066045,667
-37.637583,145.066905,667
-37.65787,145.07145,1155
-37.657215,145.075253,1155
-37.65716,145.08076,667
-37.66128,145.08235,667
-37.66287,145.07964,667
-37.66555,145.07685,1155
-37.669774,145.077818,1155
-37.67064,145.0745,1155
-37.670844,145.059826,1155
-37.674696,145.058591,1155
-37.65343,145.05541,1155
-37.946805,145.1478,1370
-37.94649,145.145,1370
-37.946157,145.142322,1370
-37.944129,145.140022,443
-37.946587,145.145182,1370
-37.648806,145.065362,1155
-37.648138,145.059655,1155
-37.647662,145.055359,1155
-37.645684,145.030576,1659
-37.650584,145.009409,1659
-37.582828,145.142286,858
-37.648519,145.064521,1155
-37.648046,145.059939,1155
-37.647471,145.054792,1155
-37.645658,145.030474,1659
-37.60597,145.137975,858
-37.58197,145.1423,858
-38.003452,145.24935,884
-38.002832,145.24486,884
-37.888983,145.288692,975
-37.870949,145.240963,941
-37.871543,145.242849,941
-37.841059,145.28698,872
-37.843807,145.286851,872
-37.84757,145.28657,1149
-37.84969,145.28643,1149
-37.85243,145.28627,1149
-37.85432,145.28616,1149
-37.857816,145.285967,1149
-37.86174,145.28833,1149
-37.86807,145.28774,1149
-37.871886,145.290053,975
-37.87358,145.29209,975
-37.87207,145.29469,975
-37.87179,145.29737,975
-37.87312,145.29862,975
-37.876872,145.299379,975
-37.878211,145.299161,975
-37.88057,145.298761,975
-37.887064,145.294588,975
-37.890941,145.294546,975
-37.893847,145.292923,975
-37.896168,145.29402,975
-37.898798,145.294546,975
-37.90637,145.28033,975
-37.913113,145.271191,975
-37.91405,145.264248,975
-37.913758,145.262908,975
-37.91535,145.26487,975
-37.91558,145.26754,975
-37.916897,145.26969,975
-37.919492,145.269219,975
-37.921704,145.268792,975
-37.922927,145.265724,975
-37.921447,145.263292,975
-37.918787,145.262358,666
-37.91668,145.26155,666
-37.915168,145.260801,666
-37.916368,145.25709,666
-37.85107,145.139541,194
-37.851211,145.142388,194
-37.85146,145.144274,194
-37.851774,145.146799,194
-37.852116,145.149546,194
-37.852524,145.15268,311
-37.853038,145.156191,311
-37.853539,145.15962,311
-37.854014,145.163698,311
-37.854855,145.170979,289
-37.855536,145.176388,289
-37.856355,145.182643,289
-37.857159,145.188724,289
-37.857723,145.191822,289
-37.858367,145.196982,289
-37.94084,145.09944,443
-37.940981,145.100961,443
-37.855266,145.131719,194
-37.852528,145.132209,194
-37.849536,145.132711,1180
-37.848267,145.132929,1180
-37.845512,145.13346,1180
-37.843181,145.133935,1180
-37.841029,145.134293,1180
-37.839121,145.134604,1180
-37.83768,145.134881,1180
-37.835418,145.135324,356
-37.833096,145.135776,356
-38.049688,145.11826,608
-38.048604,145.121416,608
-38.04773,145.12533,608
-38.046343,145.133141,608
-38.04783,145.1353,608
-38.049422,145.137402,608
-38.049147,145.139608,608
-38.048298,145.141821,608
-38.045975,145.14051,608
-38.040597,145.137734,608
-38.036111,145.135565,608
-38.033226,145.133863,608
-37.748792,144.937911,558
-37.749413,144.937804,558
-37.749692,144.940144,558
-37.746637,144.94182,558
-37.74652,144.944621,558
-37.746828,144.947164,558
-37.746868,144.948762,558
-37.745035,144.949061,558
-37.743384,144.949343,558
-37.743359,144.950825,558
-37.743693,144.953578,558
-37.743939,144.955784,1878
-37.7442,144.958224,1878
-37.744441,144.960637,1878
-37.744767,144.963744,1878
-37.744886,144.965472,1878
-37.745292,144.968853,1878
-37.745522,144.971047,1878
-37.745802,144.973798,1878
-37.748215,144.976107,1878
-37.75701,144.97835,1570
-37.756666,144.975208,1570
-37.75614,144.9706,1570
-37.755789,144.967361,1570
-37.755317,144.96357,1878
-37.755062,144.961417,1878
-37.754754,144.958896,1878
-37.754419,144.95595,1570
-37.754232,144.954315,1570
-37.753962,144.951942,1570
-37.75363,144.94912,1570
-37.753458,144.947599,1570
-37.753187,144.945352,1570
-37.752941,144.943323,1570
-37.752626,144.940489,1570
-37.752395,144.93853,358
-37.751873,144.934601,358
-37.751661,144.932413,587
-37.75142,144.930522,587
-37.751091,144.927811,587
-38.264958,145.189639,23
-38.337441,144.955692,399
-38.357499,144.756942,39
-38.368206,144.770723,39
-38.363956,144.784174,39
-38.367152,144.784809,39
-38.374217,144.811647,218
-38.372479,144.824419,562
-38.37499,144.83293,562
-38.376209,144.837013,562
-38.376907,144.847152,562
-38.372084,144.853407,562
-38.371782,144.869072,562
-38.370507,144.871683,562
-37.674687,144.583963,2370
-37.674554,144.582554,2370
-37.674225,144.57984,2370
-37.673742,144.57579,2370
-37.673362,144.572695,2370
-37.674386,144.57026,2370
-37.677386,144.56969,2370
-37.677742,144.5678,2370
-37.677007,144.564582,2370
-37.675842,144.559608,2370
-37.675334,144.556065,2370
-37.676917,144.555191,2370
-37.676946,144.557453,2370
-37.682079,144.562432,2370
-37.67818,144.561512,2370
-37.684095,144.560795,2370
-37.687031,144.567837,2370
-37.694712,144.566381,2370
-37.6965,144.566022,1053
-37.698719,144.56564,1053
-37.701104,144.565083,1053
-37.708434,144.567374,1053
-37.70893,144.571607,1053
-37.677442,144.583558,2370
-37.675025,144.584024,2370
-37.67441,144.582484,2370
-37.674127,144.579974,2370
-37.673659,144.57614,2370
-37.673276,144.572954,2370
-37.674389,144.5699,2370
-37.677676,144.568639,2370
-37.676923,144.564654,2370
-37.67576,144.559768,2370
-37.675194,144.555955,2370
-37.675918,144.553799,2370
-37.677129,144.557831,2370
-37.678336,144.561463,2370
-37.681919,144.562361,2370
-37.684165,144.560588,2370
-37.693571,144.566234,2370
-37.807949,145.347425,156
-37.809627,145.344198,156
-37.809639,145.342877,156
-37.810723,145.340151,156
-37.652219,145.377888,109
-37.657493,145.374423,109
-37.658194,145.374701,109
-37.760212,145.361856,807
-37.763008,145.366237,807
-37.763569,145.37148,807
-37.761706,145.369838,807
-37.761965,145.368825,807
-37.761678,145.364897,807
-37.758887,145.362001,807
-37.756689,145.365525,807
-37.75736,145.367519,807
-37.758734,145.368379,807
-37.754602,145.372692,807
-37.752287,145.367253,807
-37.752176,145.343881,807
-37.75257,145.343951,807
-37.748786,145.344536,807
-37.748503,145.344707,807
-37.747126,145.344854,807
-37.747152,145.344964,807
-37.745315,145.345398,807
-37.74321,145.346712,807
-37.741746,145.3462,807
-37.74165,145.34597,807
-37.7422,145.344,807
-37.744748,145.329277,340
-37.74472,145.329187,340
-37.74393,145.320475,340
-37.745872,145.318643,340
-37.746252,145.31846,340
-37.752953,145.317263,340
-37.757586,145.352268,807
-37.75601,144.9162,587
-37.742431,145.343987,807
-37.742875,145.338353,340
-37.797552,145.179842,10
-37.282202,142.936912,1158
-38.2289,143.150932,117
-35.733123,143.92443,247
-38.236215,142.911467,180
-37.762878,145.167776,450
-37.762804,145.16819,450
-37.790018,145.170761,10
-38.66335,143.10499,44
-38.643204,143.07137,44
-37.777539,145.123625,498
-37.781735,145.155714,450
-37.758111,145.11833,153
-37.786561,145.124603,498
-37.788861,145.104825,159
-37.771693,145.155411,450
-37.77303,145.152487,450
-37.770547,145.16108,450
-37.784572,145.174478,10
-37.786845,145.137775,498
-37.792131,145.136842,148
-37.79835,145.159463,450
-37.786869,145.178238,10
-37.300802,142.765545,1158
-37.774536,145.164663,10
-37.28364,142.931993,1158
-37.788057,145.119685,498
-37.788223,145.119018,498
-37.770083,145.141897,153
-37.764728,145.141833,153
-37.79713,145.16188,450
-37.79724,145.161533,450
-37.775529,145.104187,153
-37.773203,145.104614,153
-37.773445,145.104616,153
-37.775551,145.104258,153
-37.781613,145.17037,10
-37.778421,145.174815,10
-37.77667,145.174772,10
-37.775347,145.175246,10
-37.060588,144.217658,405
-37.050673,144.219439,405
-37.051298,144.21946,405
-37.043994,144.223172,62
-37.043974,144.223192,62
-37.010948,144.245467,23
-37.010968,144.245487,23
-37.00055,144.256087,23
-37.00053,144.256067,23
-37.071775,144.209797,62
-37.068979,144.191376,62
-37.050029,144.147912,62
-37.050082,144.147816,62
-37.00994,144.074576,29
-37.067813,144.222925,405
-37.066974,144.217658,405
-37.070382,144.226455,405
-37.070655,144.227335,405
-37.070287,144.23153,405
-37.070279,144.232034,405
-37.070336,144.233816,405
-37.070453,144.233771,405
-37.072328,144.236484,405
-37.074516,144.239351,405
-37.074696,144.239823,62
-37.080559,144.253792,62
-37.080996,144.25435,62
-37.081099,144.257086,62
-37.081116,144.257633,62
-37.080208,144.262386,62
-37.080243,144.262247,62
-37.080902,144.266115,62
-37.105541,144.33365,17
-37.139951,144.350191,17
-37.138369,144.347992,17
-36.992006,144.063945,1356
-36.98988,144.064309,1356
-36.993053,144.075876,29
-36.996957,144.06734,29
-35.526629,143.955633,247
-37.96234,147.083486,166
-37.963977,147.083178,166
-37.96629,147.080848,166
-37.826087,147.629613,1685
-37.82551,147.63228,1685
-37.826123,147.63171,1685
-37.829875,147.614529,1685
-37.831872,147.608717,1685
-37.828985,147.613819,1685
-37.827875,147.615007,1685
-37.82611,147.615507,1685
-37.824293,147.623346,1685
-37.826914,147.624271,1685
-37.827009,147.624051,1685
-37.823066,147.622673,1685
-37.82329,147.615299,1685
-37.820463,147.611361,1685
-37.820355,147.608332,1685
-37.821846,147.603317,1685
-37.821178,147.598162,1685
-37.820694,147.592166,1685
-37.822919,147.594487,1685
-37.830171,147.599146,1685
-37.835844,147.599462,1685
-37.820283,147.608091,1685
-37.803113,147.615407,1685
-37.801761,147.614815,1685
-37.800512,147.611898,1685
-37.80323,147.613743,1685
-37.8052,147.616271,1685
