"Latitude","Longitude","Severity.Total.Score"
-36.737397,144.259057,645
-36.744274,144.258478,3685
-36.741226,144.2588,3685
-36.74585,144.258162,3685
-36.74901,144.258733,3685
-36.75172,144.25945,3685
-36.754461,144.261584,3685
-36.755627,144.264381,3685
-36.756164,144.272113,3685
-36.755502,144.274434,3685
-36.756697,144.275383,3685
-36.754407,144.275542,3685
-36.75327,144.277712,3685
-36.751913,144.280298,3685
-36.752821,144.283515,3685
-36.749771,144.282748,3685
-36.748468,144.280632,3685
-36.747298,144.278489,3685
-36.746042,144.277041,3685
-38.362118,144.90292,656
-38.363472,144.902889,656
-38.364307,144.90332,656
-38.361283,144.903835,656
-38.359407,144.903872,656
-37.798814,144.752077,3195
-37.800062,144.752403,3195
-37.872738,145.024908,582
-37.661758,144.572509,2370
-37.662089,144.572631,2370
-37.886391,144.747705,974
-37.885369,144.747022,974
-37.601929,145.11414,858
-37.680885,145.068975,1155
-38.075978,145.124027,332
-37.787938,144.753836,3195
-37.787021,144.754215,3195
-38.004975,145.207364,72
-37.964645,145.169741,1743
-37.787682,144.790756,135
-37.649447,145.004005,1659
-37.649911,145.004814,1659
-38.370186,144.874857,562
-38.373932,144.875725,562
-38.371674,144.876961,562
-38.36877,144.878241,562
-38.3688,144.878197,562
-38.371527,144.897294,656
-38.10692,145.252793,3203
-38.108263,145.252723,3203
-38.118317,145.32432,196
-37.710302,144.736218,130
-37.722669,144.73384,1827
-37.723978,144.733444,1827
-37.725744,144.734398,1827
-37.727486,144.736475,1827
-37.729642,144.737146,1827
-37.730488,144.738443,1827
-37.730596,144.738361,1827
-37.729606,144.7371,1827
-37.618436,145.092666,858
-37.613683,145.092585,858
-37.60065,145.096674,858
-37.60009,145.10182,858
-37.59394,145.10289,858
-37.588955,145.103535,858
-37.580877,145.103643,858
-37.5683,145.10665,858
-37.557477,145.109565,858
-37.552581,145.109239,248
-37.54308,145.10992,248
-37.536798,145.111108,248
-37.52972,145.11237,248
-37.521478,145.113028,248
-37.515519,145.114337,248
-37.511997,145.11771,248
-37.510745,145.131117,248
-37.510175,145.133329,248
-37.50085,145.14395,248
-37.494233,145.156295,248
-37.49715,145.17491,248
-37.657634,145.077998,667
-37.667639,144.995143,703
-37.644299,145.095938,667
-37.640189,145.096146,667
-37.63682,145.09569,667
-37.63272,145.09627,667
-37.623527,145.097021,858
-37.618299,145.093006,858
-37.616065,145.092654,858
-37.609553,145.094402,858
-37.580788,145.10389,858
-37.568596,145.106849,858
-37.558161,145.109739,858
-37.552611,145.109409,248
-37.54372,145.10995,248
-37.536577,145.111395,248
-37.529354,145.112691,248
-37.521791,145.113147,248
-37.514307,145.114814,248
-34.298841,142.186312,211
-34.286854,142.186294,211
-34.28004,142.186262,211
-34.27042,142.184157,211
-34.264311,142.181629,211
-34.259934,142.179907,133
-34.251125,142.181276,133
-34.243316,142.17996,133
-34.239423,142.175312,133
-34.235715,142.170845,133
-34.233775,142.168526,133
-34.231924,142.166301,133
-34.226696,142.160029,133
-34.22279,142.155372,60
-34.220737,142.152912,60
-34.212941,142.143574,60
-34.210544,142.140698,60
-34.205051,142.138105,60
-34.203886,142.139519,60
-34.202251,142.141519,60
-34.200917,142.143111,60
-34.198543,142.145989,60
-34.196046,142.149048,60
-34.194261,142.151213,4100
-34.191597,142.154431,4100
-34.189687,142.156723,4100
-34.187118,142.159876,4100
-34.184686,142.162767,4100
-34.183043,142.160367,4100
-34.18723,142.160348,4100
-34.188948,142.158303,4100
-34.190664,142.156265,4100
-34.192786,142.153683,4100
-34.194114,142.152049,4100
-34.206,142.135,60
-34.204339,142.133383,60
-34.203014,142.131793,60
-34.1993,142.127,60
-34.19804,142.126925,60
-34.196743,142.128532,60
-37.930767,145.240407,666
-37.816825,145.219058,2285
-37.928177,145.246063,666
-37.924271,145.244485,666
-37.923169,145.244292,666
-37.92225,145.243528,666
-37.920775,145.241142,666
-37.85146,145.25407,872
-37.85283,145.25353,109
-37.85488,145.25229,109
-37.856703,145.25357,109
-37.858723,145.252525,109
-37.86149,145.251644,109
-37.862292,145.249072,941
-37.862758,145.245898,941
-37.862508,145.244189,941
-37.861989,145.242213,941
-37.861176,145.239676,941
-37.873787,145.247629,941
-37.875519,145.243682,941
-37.876491,145.241187,941
-37.877053,145.237096,941
-37.87708,145.232051,941
-37.877054,145.229366,941
-37.87699,145.22504,941
-37.876941,145.22196,941
-37.876693,145.196704,289
-37.876741,145.200358,289
-37.87684,145.2039,289
-37.876766,145.209633,941
-37.876513,145.21536,941
-37.87372,145.214627,941
-37.871,145.21446,941
-37.86794,145.21449,941
-37.864637,145.21446,941
-37.86306,145.21446,941
-37.816399,145.287839,1455
-37.818444,145.287736,872
-37.821639,145.287613,872
-37.82512,145.287467,872
-37.804243,145.158989,356
-37.805857,145.158664,356
-37.803416,145.159276,356
-37.80461,145.159037,356
-37.806113,145.158749,356
-37.808297,145.158323,356
-37.8108,145.157849,356
-37.811101,145.158775,356
-37.81147,145.16213,356
-37.812064,145.164503,356
-37.81357,145.164135,356
-37.815205,145.16309,356
-37.814907,145.157597,356
-37.817002,145.156458,356
-37.819896,145.152147,356
-37.819886,145.150311,356
-37.81765,145.15027,356
-37.817626,145.146261,356
-37.81849,145.142736,356
-37.819596,145.139478,356
-37.819691,145.136678,356
-37.81923,145.132826,1180
-37.818869,145.129925,1180
-37.818616,145.126135,1180
-37.817048,145.116882,1180
-37.816463,145.1108,122
-37.81589,145.10684,122
-37.807441,144.913657,2258
-37.80833,144.92184,1646
-37.807787,144.916864,2258
-37.808702,144.926078,524
-37.810062,144.937133,524
-37.80035,144.97444,2317
-37.79754,144.97493,2317
-37.79524,144.97532,2317
-37.79321,144.97568,2317
-37.78966,144.97633,1265
-37.78525,144.97715,1265
-37.78274,144.97762,757
-37.820693,145.130532,1180
-37.900145,145.09019,858
-37.874143,145.178651,1055
-37.906535,145.141005,1055
-37.929643,145.12832,1055
-37.919214,145.107216,858
-37.900623,145.088192,858
-37.860583,145.131911,194
-37.898998,145.123822,858
-37.899867,145.12972,1055
-37.893299,145.089017,858
-37.892831,145.0891,858
-37.921032,145.186318,615
-37.905197,145.128728,1055
-37.9051,145.128724,1055
-37.903265,145.160505,1055
-37.914633,145.131817,1055
-37.914185,145.131711,1055
-37.914312,145.131767,1055
-37.696415,144.910234,2630
-37.694931,144.959599,615
-37.695291,144.963608,615
-37.774552,144.939957,358
-37.774927,144.943036,358
-37.775174,144.945083,358
-37.77564,144.948801,358
-37.775852,144.950484,358
-37.776105,144.952514,358
-37.77638,144.95514,280
-37.776526,144.955908,280
-37.777095,144.960934,280
-37.77777,144.96655,280
-37.77824,144.97108,1265
-37.713035,144.912659,1031
-37.71214,144.911177,1031
-37.70478,144.914713,1031
-37.70607,144.91195,1031
-37.703887,144.910077,1031
-37.702513,144.9086,1031
-37.700273,144.90973,1031
-37.698572,144.910182,1031
-37.696628,144.910304,2630
-37.696324,144.912238,2630
-37.696306,144.91234,2630
-37.706957,144.920492,1031
-37.708277,144.921872,1031
-37.710386,144.9226,1031
-37.713362,144.923588,1031
-37.71512,144.924787,1031
-37.715498,144.92787,1031
-37.715837,144.930547,358
-37.716186,144.93405,358
-37.716367,144.936,358
-37.716753,144.939687,358
-37.766407,144.970228,1570
-37.76706,144.97698,376
-37.767372,144.979873,376
-37.767376,144.982987,376
-37.723115,144.954564,1878
-36.375608,145.409368,3685
-36.371513,145.412642,3685
-36.370691,145.415293,3685
-36.367024,145.415685,3685
-36.363577,145.41567,3685
-36.360218,145.414479,3685
-36.360664,145.411695,3685
-36.36254,145.410912,3685
-36.362536,145.40768,3685
-36.358671,145.401775,3685
-36.354181,145.403333,3685
-36.356943,145.404064,3685
-36.357398,145.406856,3685
-36.3574,145.409303,3685
-36.355444,145.413768,3685
-36.354266,145.413111,3685
-36.351486,145.412475,3685
-36.347863,145.412449,290
-36.346389,145.409498,290
-36.344414,145.409511,290
-36.344369,145.40952,290
-36.346393,145.409565,290
-36.347884,145.412493,290
-36.354248,145.403358,3685
-36.351485,145.412626,3685
-36.354205,145.413026,3685
-36.35624,145.413923,3685
-36.357498,145.409305,3685
-36.357467,145.406956,3685
-36.357014,145.403989,3685
-36.358987,145.402157,3685
-36.362451,145.407822,3685
-36.362467,145.411006,3685
-36.360643,145.411618,3685
-36.360207,145.414894,3685
-36.363253,145.415864,3685
-36.367005,145.415724,3685
-36.370706,145.41541,3685
-36.371637,145.412678,3685
-36.373453,145.411481,3685
-37.59945,143.845458,711
-37.598939,143.841676,711
-37.603169,143.866914,3922
-37.603314,143.866608,3922
-37.538549,143.831683,899
-37.538552,143.831536,899
-37.52747,143.82457,899
-37.52949,143.82414,899
-37.54677,143.78902,3922
-37.55374,143.8007,3922
-37.55166,143.86479,3922
-37.55171,143.86438,3922
-37.55525,143.78772,3922
-37.55458,143.78498,3922
-37.551164,143.904786,3922
-37.550983,143.904694,3922
-37.548831,143.912553,3922
-37.550458,143.916053,3922
-37.552836,143.913286,3922
-37.550736,143.910186,3922
-37.59942,143.84437,711
-37.573136,143.844208,3922
-37.53522,143.8323,899
-37.53502,143.83219,899
-37.53301,143.83096,899
-37.55884,143.85547,3922
-37.60919,143.83649,362
-37.58447,143.83458,711
-37.54034,143.84004,899
-37.54095,143.8402,899
-37.5333,143.81864,899
-37.53217,143.82169,899
-37.58742,143.80694,711
-37.56643,143.85598,3922
-37.56576,143.85868,3922
-37.62203,143.88378,3922
-37.62251,143.88434,3922
-37.61841,143.88128,3922
-37.61828,143.88136,3922
-37.78402,144.91812,1186
-37.78588,144.91993,1646
-37.78739,144.92201,1646
-37.78763,144.92495,1646
-37.78797,144.92815,1646
-37.78827,144.93125,1646
-37.78844,144.93349,1646
-37.78877,144.93658,1646
-36.85835,143.730792,101
-36.858388,143.730573,101
-37.038435,143.741298,694
-37.038238,143.741322,694
-37.047052,143.736118,694
-37.05401,143.72954,694
-37.053922,143.72977,694
-37.770295,144.90257,1186
-37.767605,144.924827,947
-37.770055,144.924447,1186
-37.772456,144.924028,1186
-37.772343,144.921238,1186
-37.772025,144.918255,1186
-37.771814,144.916389,947
-37.771416,144.912753,947
-37.771029,144.909182,947
-37.770629,144.905675,947
-37.771948,144.916058,947
-37.7737,144.91578,1186
-37.7761,144.91539,1186
-37.77863,144.91498,1186
-37.78068,144.91477,1186
-37.78267,144.91667,1186
-37.78439,144.91825,1186
-37.78542,144.91922,1186
-37.78746,144.92185,1646
-37.78774,144.92534,1646
-37.788495,144.931507,1646
-37.7888,144.93619,1646
-37.71366,144.88861,483
-37.75588,144.91658,587
-37.755995,144.916579,587
-37.769727,145.12867,153
-37.769424,145.126222,153
-37.769062,145.123579,153
-37.768347,145.120397,153
-37.768458,145.120291,153
-37.769108,145.123053,153
-37.769584,145.126567,153
-37.769898,145.128829,153
-37.771092,145.135783,153
-37.773047,145.140914,498
-37.773181,145.147268,450
-37.773462,145.149655,450
-37.773698,145.151703,450
-37.773976,145.154033,450
-37.774589,145.158775,450
-37.775026,145.162374,10
-37.778132,145.127766,498
-37.778493,145.130734,498
-37.778738,145.132977,498
-37.779184,145.136728,498
-37.779424,145.138746,498
-37.779673,145.140804,498
-37.780298,145.144056,450
-37.780558,145.146151,450
-37.78119,145.150985,450
-37.782078,145.159176,450
-37.77732,145.164917,10
-37.774671,145.168345,10
-37.773256,145.169546,10
-37.770827,145.170588,450
-37.767971,145.171515,450
-37.765341,145.172314,450
-37.755105,145.130688,153
-37.757904,145.167499,450
-37.754343,145.168139,450
-37.751112,145.168712,450
-37.750963,145.164965,450
-37.752043,145.162547,450
-37.752626,145.158783,450
-37.752613,145.152048,450
-37.247802,144.453433,332
-37.138389,144.347972,17
-37.103294,144.332556,17
-37.081332,144.266748,62
-37.054585,144.212409,405
-37.356225,144.528384,224
-37.0936,144.2037,62
-37.009866,144.074725,29
-37.069921,144.200447,62
-37.07208,144.208522,62
-37.065789,144.217219,405
-37.047992,143.741991,694
-35.334374,143.530581,1319
-35.293349,143.454285,17
-35.185502,143.352681,21
-35.18524,143.3458,21
-35.104651,143.345724,21
-34.185026,142.163122,4100
-34.190706,142.158946,4100
-34.192241,142.160777,4100
-34.194449,142.163393,4100
-34.19559,142.164772,4100
-34.199583,142.169536,4100
-34.201231,142.171522,4100
-34.201227,142.172794,4100
-34.199817,142.174518,4100
-34.199581,142.177791,4100
-34.196734,142.186224,4100
-34.195048,142.183625,4100
-34.195465,142.180991,4100
-34.197154,142.177967,4100
-34.201325,142.172925,4100
-34.20144,142.171442,4100
-34.199976,142.169694,4100
-34.198413,142.166626,4100
-34.198609,142.161005,4100
-34.202758,142.161296,4100
-34.203802,142.160018,4100
-34.205053,142.158518,4100
-34.205945,142.157428,4100
-37.807371,145.217169,2285
-37.805901,145.214576,436
-37.80375,145.214942,436
-37.801498,145.217027,436
-37.801193,145.220056,2285
-37.801986,145.223931,2285
-37.808789,145.227392,2285
-37.805066,145.226142,2285
-37.806313,145.227403,2285
-37.803621,145.226393,2285
-37.79534,144.90951,2258
-37.794951,144.906205,2258
-37.796011,144.904039,2258
-37.797944,144.903704,2258
-37.791091,144.848711,727
-37.791459,144.851373,727
-37.791862,144.854477,727
-37.792218,144.858194,727
-37.7921,144.863755,2258
-37.792369,144.866076,2258
-37.792641,144.868537,2258
-37.792872,144.870566,2258
-37.793171,144.873329,2258
-37.79337,144.874847,727
-37.794028,144.878389,727
-37.794996,144.880373,727
-37.795827,144.882597,727
-37.79609,144.885624,727
-37.800726,144.907204,2258
-37.78674,144.850148,535
-37.786308,144.852765,535
-37.785551,144.856721,535
-37.78593,144.859833,535
-37.786139,144.861667,535
-37.786301,144.865958,727
-37.78353,144.86852,727
-37.783047,144.846386,535
-37.77925,144.849849,535
-37.77958,144.85171,535
-37.77989,144.85515,535
-37.69348,144.75767,130
-37.69402,144.76217,841
-37.69443,144.76583,841
-37.69496,144.77013,841
-37.696834,144.779676,925
-37.699016,144.786302,925
-37.702842,144.785897,925
-37.705254,144.786537,925
-37.706729,144.7896,925
-37.706489,144.793239,925
-37.707927,144.79587,925
-37.708303,144.798599,925
-37.708599,144.800569,99
-37.707859,144.803422,99
-37.705085,144.801742,99
-37.704393,144.812973,99
-37.70661,144.816865,99
-37.709447,144.82027,99
-37.711826,144.822242,99
-37.713116,144.823698,99
-37.717813,144.828026,99
-37.758472,144.78271,1827
-37.75753,144.78792,2209
-37.75814,144.79247,2209
-37.759073,144.801021,2209
-37.759493,144.804556,2209
-37.75991,144.80776,2209
-37.7584,144.80953,2209
-37.751429,144.803498,2209
-37.747363,144.800648,2209
-37.733181,144.770635,2209
-37.733381,144.767889,2209
-37.731175,144.765766,2209
-37.729155,144.764956,2209
-37.726205,144.766096,2209
-37.725975,144.767246,2209
-37.696163,144.765779,841
-37.699357,144.764911,841
-37.70286,144.76452,841
-37.75834,144.78245,1827
-37.701033,145.068576,985
-37.701431,145.072931,985
-37.701788,145.076095,985
-37.702096,145.079202,163
-37.702467,145.082873,163
-37.702839,145.086312,163
-37.703493,145.09114,163
-37.70376,145.09472,535
-37.704078,145.09767,535
-37.704523,145.101615,535
-37.703143,145.106897,535
-37.703884,145.103587,535
-37.70244,145.0883,163
-37.69976,145.09,163
-37.69566,145.09064,163
-37.693161,145.090594,163
-37.69258,145.08943,163
-37.692284,145.086551,163
-37.693837,145.085587,163
-37.69803,145.08486,163
-37.700088,145.084499,163
-37.70195,145.084223,163
-37.704089,145.083766,163
-37.705822,145.083486,163
-37.70796,145.08314,163
-37.710301,145.082261,163
-37.70855,145.07922,163
-37.70832,145.07735,163
-37.708085,145.074934,985
-37.707789,145.072171,985
-37.70701,145.069694,985
-37.70581,145.06604,985
-37.7055,145.06417,985
-37.70496,145.061507,985
-37.7054,145.05892,985
-37.706741,145.056903,985
-37.707425,145.056122,985
-37.708063,145.052955,985
-37.710473,145.048818,985
-37.716702,145.070906,185
-38.206475,146.553954,3390
-38.206064,146.551039,3390
-38.194566,146.5344,3390
-38.187358,146.552328,3390
-38.196238,146.515672,3390
-38.197552,146.52779,3390
-38.19792,146.532054,3390
-38.201403,146.543363,3390
-38.2027,146.524,3390
-38.201318,146.529598,3390
-38.2057,146.520821,3390
-38.20428,146.521659,3390
-38.204533,146.525986,3390
-38.149074,146.482808,3390
-38.20928,146.552258,3390
-38.205757,146.520924,3390
-38.313194,146.415931,326
-38.317834,146.415817,326
-38.31939,146.42213,326
-38.32297,146.42056,326
-38.32254,146.42328,326
-38.32112,146.42485,326
-38.228413,146.423368,311
-38.20255,146.52391,3390
-38.20118,146.52952,3390
-38.191684,146.518767,3390
-38.209019,146.554845,3390
-38.207167,146.556024,3390
-38.203483,146.55571,3390
-38.201304,146.543369,3390
-38.22825,146.41712,311
-38.30685,146.41614,326
-38.30447,146.41628,326
-38.22714,146.412193,2975
-38.19879,146.55221,3390
-38.223076,146.414746,311
-38.26061,146.48904,2975
-38.26543,146.48888,2975
-38.26982,146.48932,2975
-38.27276,146.480314,2975
-38.03173,145.34862,1298
-38.03422,145.352069,1298
-38.036607,145.355779,1298
-38.03996,145.36102,241
-38.040897,145.362524,241
-38.042582,145.365001,241
-38.008074,145.278711,695
-38.005299,145.279484,695
-38.004756,145.286073,695
-38.005853,145.289561,695
-38.007486,145.290756,2568
-38.00857,145.291764,2568
-38.011859,145.291069,2568
-38.004556,145.282813,695
-38.031141,145.296242,2568
-38.02963,145.29478,2568
-38.02752,145.29152,2568
-38.02616,145.28986,2568
-38.02814,145.288403,2568
-38.030448,145.287913,2568
-38.030537,145.284288,695
-38.024331,145.269459,695
-38.03157,145.28089,695
-38.032784,145.279793,695
-38.03281,145.27763,695
-38.031408,145.268622,695
-38.038059,145.25494,695
-38.03917,145.25922,695
-38.04026,145.26271,695
-38.04071,145.26594,695
-38.029069,145.327251,1298
-38.027624,145.316174,2568
-38.027174,145.312099,2568
-38.02684,145.309207,2568
-38.024836,145.304475,2568
-38.021118,145.29951,2568
-38.017338,145.294008,2568
-38.013977,145.28913,2568
-38.01163,145.28412,695
-38.00935,145.27928,695
-38.153401,145.159052,5409
-38.154782,145.164805,5409
-38.155018,145.164904,5409
-38.156148,145.171323,347
-38.156238,145.169114,347
-38.155775,145.175195,347
-38.155899,145.176178,347
-38.154824,145.182271,347
-38.155426,145.180564,347
-38.153858,145.1854,347
-38.154392,145.184256,347
-38.152765,145.189157,347
-38.152446,145.190432,347
-38.151446,145.193115,347
-38.15124,145.19409,347
-38.148311,145.197354,347
-38.149628,145.196433,347
-38.145803,145.202242,347
-38.14443,145.20558,3203
-38.144939,145.204795,3203
-38.142318,145.209852,3203
-38.141112,145.213003,3203
-38.14104,145.21258,3203
-38.14001,145.21487,3203
-38.140017,145.215475,3203
-38.136697,145.222009,3203
-38.136832,145.222383,3203
-38.13447,145.2268,3203
-38.134557,145.227309,3203
-38.15791,145.190016,347
-38.15757,145.189929,347
-38.15934,145.189605,572
-38.1611,145.189367,572
-38.161936,145.189108,572
-38.164483,145.188498,572
-38.164837,145.185072,572
-38.16698,145.18484,572
-38.166045,145.188309,572
-38.099077,145.197563,847
-38.099688,145.197535,847
-37.834113,144.803154,229
-37.83094,144.80836,229
-37.88695,145.07691,529
-37.885547,145.073162,740
-37.88485,145.07026,740
-37.884862,145.06691,740
-37.88484,145.06431,740
-37.884724,145.061476,740
-37.886755,145.057607,740
-37.888962,145.057204,740
-37.88135,145.0338,582
-37.88097,145.03054,582
-37.88045,145.02656,582
-37.880125,145.023756,582
-37.87956,145.01919,582
-37.87932,145.01694,582
-37.878683,145.01182,582
-37.878101,145.007165,472
-37.87774,145.004408,472
-37.877347,145.000896,472
-37.877699,145.005023,472
-37.9094,145.02518,343
-37.90982,145.02872,704
-37.910051,145.030324,704
-37.9102,145.03141,704
-37.91044,145.03333,704
-37.91168,145.04343,704
-37.91198,145.04552,704
-37.91243,145.049222,1305
-37.912724,145.05172,1305
-37.911464,145.052374,1305
-37.910016,145.052627,1305
-37.90771,145.053034,1305
-37.90537,145.05392,1305
-37.90345,145.054299,1305
-37.901296,145.054716,1305
-37.89973,145.05503,1305
-37.897863,145.055377,1305
-37.89629,145.05565,740
-37.89464,145.05597,740
-37.81577,144.97933,679
-37.81547,144.97666,22618
-37.815533,144.974174,22618
-37.816503,144.972768,22618
-37.819591,144.979127,679
-37.822435,144.983643,679
-37.824136,144.986853,3294
-37.823828,144.986753,3294
-37.822141,144.982796,679
-37.819346,144.978424,679
-37.816214,144.971815,22618
-37.816658,144.970167,22618
-37.817587,144.96725,22618
-37.818138,144.965326,3326
-37.81927,144.96136,3326
-37.821724,144.953213,1021
-37.822023,144.950852,2060
-37.821903,144.947579,2060
-37.817722,144.946076,2060
-37.814547,144.94458,2060
-37.82569,144.95668,1021
-37.82329,144.95606,1021
-37.82155,144.95526,1021
-37.818805,144.953967,2060
-37.81531,144.95238,2060
-37.813404,144.951504,2060
-37.81309,144.95141,2060
-37.81496,144.95231,2060
-37.8169,144.95321,2060
-37.818773,144.954071,2060
-37.820783,144.954995,2060
-37.822,144.95552,1021
-37.82359,144.956313,1021
-37.82493,144.95692,1021
-37.81587,144.95825,2060
-37.8139,144.95737,2060
-37.81201,144.95651,2060
-37.80974,144.95546,2060
-37.80539,144.95603,1573
-37.8057,144.95608,1573
-37.594752,144.912967,2347
-37.709431,144.888971,483
-37.709423,144.888953,483
-37.570807,144.694734,1379
-37.572649,144.694778,1379
-37.571933,144.697474,1379
-37.572628,144.699546,1379
-37.641851,144.931153,2347
-37.643453,144.93014,2347
-37.642593,144.931147,2347
-37.643611,144.929825,2347
-37.573919,144.702437,1379
-37.563489,144.721716,1379
-37.561524,144.719955,1379
-37.562112,144.715708,1379
-37.558471,144.711112,1379
-37.570838,144.69476,1379
-37.578354,144.932413,2347
-37.5707,144.697102,1379
-37.570996,144.700022,1379
-37.568373,144.701508,1379
-37.608678,144.928346,2347
-37.61234,144.927452,2347
-37.614036,144.927005,2347
-37.68094,144.893728,130
-37.681542,144.908596,2630
-37.567088,144.699603,1379
-37.565652,144.698051,1379
-37.703785,144.883302,483
-37.687589,144.882253,693
-37.680746,144.900894,130
-37.682885,144.9192,2630
-37.681844,144.90933,2630
-37.680877,144.899846,130
-37.681024,144.892315,693
-37.685082,144.88307,693
-37.687566,144.882632,693
-37.563164,144.699608,1379
-37.562826,144.701293,1379
-37.56338,144.703268,1379
-38.179083,144.558275,171
-38.178486,144.562026,171
-38.176279,144.566518,171
-38.17392,144.569623,171
-38.169544,144.571441,171
-38.162449,144.554383,171
-38.161259,144.554603,171
-38.158625,144.555126,171
-38.1571,144.555431,171
-38.156996,144.558593,171
-38.157476,144.562584,171
-38.158039,144.567192,171
-38.158789,144.573087,171
-38.156047,144.574072,171
-38.153292,144.574593,171
-38.150338,144.575151,171
-38.148713,144.575481,171
-38.148835,144.575553,171
-38.15375,144.574641,171
-38.156166,144.574168,171
-38.160996,144.573251,171
-38.165412,144.572383,171
-38.169595,144.571585,171
-38.170658,144.573192,171
-38.168726,144.57506,171
-38.165108,144.577628,171
-38.160111,144.582739,171
-38.15085,144.592513,171
-38.146861,144.596429,262
-38.136906,144.610811,262
-38.133955,144.615695,262
-38.127181,144.627146,262
-38.122163,144.635332,262
-38.119434,144.638145,237
-38.116728,144.642477,237
-38.114998,144.646692,237
-38.114975,144.653187,237
-38.117525,144.656378,237
-38.117949,144.658091,237
-38.115993,144.661506,237
-37.695579,145.016464,1732
-37.695146,145.012891,1732
-37.694863,145.010005,1732
-37.694094,145.002592,1732
-37.693699,144.998703,1732
-37.693316,144.995106,1732
-37.69287,144.99022,1732
-37.692407,144.985768,1732
-37.692103,144.982659,1732
-37.691571,144.978026,1732
-37.691311,144.97546,615
-37.746248,145.014552,2201
-37.717621,144.984517,1878
-37.71964,144.99323,1732
-37.72218,144.99285,1732
-37.723771,144.992571,1732
-37.725556,144.99225,2201
-37.714858,144.99816,1732
-37.712486,144.998576,1732
-37.711641,144.99526,1732
-37.711319,144.99269,1732
-37.71231,144.989478,1732
-37.713994,144.989177,1732
-37.86188,145.066926,274
-37.862085,145.068884,274
-37.862351,145.071161,312
-37.71477,144.983641,1878
-37.71727,144.982004,1878
-37.713122,145.007645,1732
-37.71228,145.00291,1732
-37.709694,145.003334,1732
-37.708324,145.002189,1732
-37.708175,145.000444,1732
-37.70755,144.99789,1732
-37.705332,144.997854,1732
-37.70254,144.99698,1732
-37.692827,144.981072,1732
-37.692518,144.975702,615
-37.696196,144.980756,1732
-37.696182,144.988182,1732
-37.746571,142.01924,750
-37.741972,142.017633,750
-37.739663,142.016623,750
-37.737161,142.01532,750
-37.736015,142.011217,750
-37.732118,142.007412,750
-37.728037,142.014308,750
-37.731693,142.013793,750
-37.735028,142.013349,750
-37.737695,142.016598,750
-38.340646,143.601318,788
-38.350181,143.590283,788
-38.345193,143.588813,788
-38.346465,143.582459,788
-38.349111,143.581346,788
-38.346754,143.578245,788
-38.341653,143.57595,788
-38.339989,143.573738,788
-38.337156,143.571122,788
-38.331356,143.56911,788
-38.347597,143.584893,788
-38.351198,143.584152,788
-38.353049,143.581932,788
-38.35384,143.578627,788
-38.358156,143.5779,788
-38.36031,143.577425,788
-38.363548,143.577147,788
-38.365853,143.574499,788
-38.366913,143.57528,788
-38.367578,143.581481,788
-38.368024,143.585633,788
-38.369521,143.590311,788
-38.368705,143.591609,788
-38.365938,143.588026,788
-38.365498,143.583892,788
-38.361012,143.583185,788
-38.357327,143.583021,788
-38.354113,143.583474,788
-38.353722,143.588734,788
-38.347046,143.584812,788
-37.053152,142.776996,468
-37.057643,142.774752,468
-37.05819,142.772961,468
-37.061522,142.774029,468
-37.060884,142.771821,468
-37.059993,142.768495,468
-37.06073,142.766176,468
-37.060196,142.764835,468
-37.061916,142.763527,468
-37.063516,142.76354,468
-37.064287,142.763518,468
-37.065966,142.766296,468
-37.066567,142.763992,468
-37.063323,142.766527,468
-37.064625,142.769847,468
-37.066185,142.773772,468
-37.066742,142.776365,468
-37.064706,142.779318,468
-37.064011,142.778901,468
-37.064277,142.778384,468
-37.065217,142.777564,468
-37.065557,142.77722,468
-37.065821,142.775375,468
-37.06302,142.775632,468
-37.279081,142.947872,1158
-37.623088,143.585788,149
-37.612655,143.584546,149
-37.582324,143.58511,149
-37.182191,143.400305,362
-37.173483,143.406193,362
-35.680812,142.66722,7
-37.590024,144.058879,362
-37.555544,144.051471,362
-37.559046,143.996789,362
-37.590761,143.966175,362
-37.580621,144.103381,34
-36.64074,147.1168,119
-36.727679,142.199268,1774
-36.729098,142.196111,1774
-36.726353,142.195853,1774
-37.70208,145.106494,535
-37.677742,145.057451,1155
-37.678317,145.063145,1155
-37.678861,145.068746,1155
-37.677107,145.070047,1155
-37.68299,145.069213,1155
-37.68426,145.06877,985
-37.695831,145.059755,985
-37.700019,145.059302,985
-37.70043,145.063476,985
-37.700728,145.066702,985
-37.701038,145.069885,985
-37.70128,145.07218,985
-37.701675,145.075981,985
-37.701933,145.078686,985
-37.702379,145.083197,163
-37.702741,145.086559,163
-37.703246,145.091369,163
-37.703957,145.097589,535
-37.703429,145.106956,535
-37.704018,145.103223,535
-37.7022,145.08838,163
-37.699952,145.089801,163
-37.695666,145.090555,163
-37.693384,145.09061,163
-37.692701,145.089223,163
-37.69234,145.08645,163
-37.69366,145.08571,163
-37.697915,145.085001,163
-37.700251,145.084562,163
-37.701443,145.084413,163
-37.70405,145.0839,163
-37.7057,145.0837,163
-37.70802,145.08328,163
-37.710165,145.082252,163
-37.70866,145.07909,163
-37.708427,145.077093,163
-37.708173,145.074767,985
-37.707881,145.072152,985
-37.706916,145.069381,985
-37.881015,147.421785,1685
-37.881275,147.421857,1685
-37.828618,147.627617,1685
-37.82551,147.63228,1685
-37.826117,147.631718,1685
-37.81664,147.739058,10
-37.820098,147.831209,24
