Postcode,Severity Total Score,lat,lon
3192,1024,-37.954765249999994,145.05262975
3193,209,-37.98246075,145.0323245
3194,572,-37.98232933333333,145.06614666666667
3195,1040,-38.011015666666665,145.10092683333332
3196,614,-38.0494265,145.119773
3197,344,-38.071866,145.1339835
3198,1046,-38.1084305,145.150504
3199,5395,-38.14368183333334,145.141514
3200,574,-38.14386450000001,145.169844
3201,851,-38.090783,145.191719
3202,90,-37.969954,145.21416399999998
3204,700,-37.9147625,145.038005
3205,1368,-37.93291,145.033718
3206,349,-37.845213,144.960423
3207,1013,-37.902463,144.9933375
3211,104,-37.971627000000005,144.526585
3212,658,-38.054606,144.4573175
3213,28,,
3214,2760,-38.090986666666666,144.36384266666667
3215,795,-38.116460285714275,144.33949928571425
3216,1376,-38.209197249999995,144.31468
3217,122,-38.198946,144.29773600000001
3218,389,-38.138418,144.3364303333333
3219,1123,-38.17548333333333,144.38431816666667
3220,3666,-38.16096975000001,144.5398445
3221,262,-38.2700261,144.16771780000005
3222,171,-38.198810599999995,144.5593394
3223,249,-38.14173333333333,144.69334533333333
3224,168,-38.183966999999996,144.459914
3225,103,-38.26389825,144.645099
3226,272,-38.270293,144.540778
3227,105,-38.27528066666667,144.4249903333333
3228,280,-38.3435295,144.29295375
3230,24,-38.405128999999995,144.189268
3231,45,-38.4712434,144.06550040000002
3232,119,-38.518801,143.99579
3233,126,-38.750079666666664,143.66839433333334
3234,21,,
3235,10,-38.428024,143.90091425
3238,7,-38.74784975,143.42798599999998
3239,10,-38.57954075,143.3742745
3240,14,-38.246177333333335,144.14233083333332
3241,73,-38.2957355,143.96935916666666
3242,24,-38.314855,143.789367
3243,7,-38.4135688,143.772841
3249,85,-38.34469120833334,143.53592899999998
3250,790,-38.34467600000001,143.5866015
3254,11,-38.296263,143.522505
3260,123,-38.26366477777778,143.2242078333333
3264,186,-38.236207,142.911483
3265,28,-38.249118764705884,142.84175405882357
3266,82,-38.35916780000001,143.0771431
3268,31,-38.499477500000005,142.902829375
3269,44,-38.628227,143.067439
3270,25,-38.579938,142.857049
3271,7,-37.90333166666667,143.03683233333334
3272,115,-37.9787335,142.801422
3273,7,-38.057308,142.607374
3275,14,-38.301794,142.457611
3276,4,-38.100538,142.4197325
3277,56,-38.4148765,142.68352683333333
3278,17,-38.2893945,142.59220249999998
3279,14,-38.272218499999994,142.6180305
3280,2506,-38.3774995,142.46997700000003
3281,11,-38.29244,142.48805025000001
3282,27,-38.311032499999996,142.389456
3283,38,-38.2716709,142.33860729999998
3284,108,-38.3002515,142.1951525
3285,21,-38.277377125,141.995049125
3286,13,-37.9939532,141.971685
3289,27,-37.9017314,142.2413904
3294,19,-37.59256785714286,142.31385285714285
3300,754,-37.8118685,141.9900655
3301,5,-37.78665933333334,142.01770693333336
3302,14,-37.824650500000004,141.7205055
3304,142,-38.02596916666667,141.52894941666665
3305,860,-38.290083333333335,141.54397916666665
3309,10,-37.794364,141.500674
3310,10,-37.723869500000006,141.5939725
3311,40,-37.557852499999996,141.347846
3314,10,-37.40720966666667,142.15241966666665
3315,32,-37.511414,141.67562270588235
3317,8,-37.119834999999995,141.600473
3318,12,-37.03963385714286,141.33593114285716
3319,30,-36.88488466666667,141.09388399999997
3321,10,-38.09231066666667,143.92388733333334
3322,7,-38.028752000000004,143.643643
3324,10,-37.895471666666666,143.37164033333332
3328,10,-38.039758,144.04828500000002
3330,18,-37.844281,143.677351
3331,50,-37.98515457142857,144.18483614285714
3332,4,-37.962809,144.13917800000002
3333,13,-37.8853385,144.051188
3334,17,-37.753487750000005,144.0385475
3335,274,-37.7074795,144.6681135
3336,7,,
3337,2378,-37.66225625,144.58054575
3338,1051,-37.73135825,144.557523
3340,882,-37.698258083333336,144.43888783333333
3341,77,-37.5820242,144.32825659999997
3342,116,-37.64797422222223,144.22111399999997
3345,34,-37.594546,144.099862
3350,3902,-37.56578190909091,143.86217022727274
3351,149,-37.69013521428571,143.51952257142855
3352,362,-37.54435175438596,143.83955528070172
3354,20,-37.560916999999996,143.86715800000002
3355,891,-37.531983999999994,143.81516775
3356,717,-37.591139999999996,143.82565366666668
3357,59,-37.648547,143.91856299999998
3360,7,-37.728267,143.49140975
3361,14,-37.722268,143.33015666666665
3363,106,-37.38343471428572,143.86433214285714
3364,18,-37.34925019047619,143.93988857142855
3370,68,-37.2537415,143.846965
3371,57,-37.20192655555556,143.65739966666666
3373,68,-37.4710495,143.33455742857143
3375,11,-37.37452025,143.175474
3377,1164,-37.28072542105263,142.95403063157895
3378,10,-37.5282445,143.0385445
3380,474,-37.030295,142.81248466666668
3381,145,-36.946607,142.81467967999998
3385,7,-36.90502775,142.5926135
3388,7,-36.6013455,142.7239505
3390,93,-36.534831,142.446427
3393,341,-36.19859636363637,142.36765727272726
3395,101,-35.934413,142.328976
3396,17,-35.68379,142.32132466666667
3399,10,,
3400,1782,-36.717009000000004,142.1913895
3401,112,-36.79183426470588,142.12887626470587
3409,10,-36.989052,142.34836399999998
3413,7,-36.756584249999996,141.24002725
3414,156,-36.32180733333333,142.02889366666668
3415,18,-36.378089,141.357823
3418,139,-36.280518,141.63821389999998
3419,62,-36.377563,141.244901
3423,63,-36.140570000000004,141.987191
3424,18,-35.72899150000001,142.017425
3427,74,-37.627752,144.71998100000002
3428,27,-37.637155,144.804139
3429,1367,-37.57614650000001,144.763642
3430,34,-37.483711,144.745723
3431,67,-37.463999,144.66504799999998
3432,34,-37.433632,144.77976999999998
3434,55,-37.371891500000004,144.7245975
3435,95,-37.22349275,144.74417425
3437,204,-37.516672666666665,144.55526633333332
3438,64,-37.459119,144.599206
3440,51,-37.399584000000004,144.588405
3441,4,-37.396044,144.590721
3442,236,-37.3210017,144.5713154
3444,332,-37.161246454545456,144.50116799999998
3446,1616,-37.194199,144.3379865
3448,17,-37.06586333333333,144.37316533333333
3450,405,-37.062026,144.2307745
3451,62,-37.101944125,144.2156415
3453,23,-36.950961250000006,144.24740200000002
3458,48,-37.42449511111111,144.32913
3460,181,-37.32591,144.11848400000002
3461,43,-37.311626357142856,144.16501635714283
3462,9,-37.10603716666667,144.05986383333334
3463,29,-36.932251071428574,144.0144405714286
3464,86,-37.007853000000004,143.796275
3465,700,-37.04263452173913,143.70090434782608
3467,57,-36.9992535,143.425434
3472,101,-36.85003890909091,143.7178641818182
3475,7,-36.74541457142857,143.5209135714286
3478,346,-36.6747919032258,143.22226712903228
3480,34,-36.35017642857143,142.91724338095239
3482,74,-36.1546202,142.83423720000002
3487,7,-35.606765,142.578891
3490,102,-35.137795,141.99595019999998
3491,10,-35.382896,142.1895
3496,211,-34.323545875,141.76663875
3498,133,-34.234604,142.181724
3500,4098,-34.196117333333326,142.16795066666666
3501,60,-34.356214,142.1675298
3505,131,-34.19423571428571,142.02389571428571
3507,7,-35.191803,142.02364
3509,6,-35.1716265,141.750765
3512,30,-35.240268,141.13690200000002
3515,22,-36.7303725,144.1166755
3516,49,-36.61060716666666,144.00298883333335
3517,60,-36.48973781818182,143.84411863636365
3518,48,-36.409537249999985,143.61761981249998
3520,10,-36.344027499999996,143.77071949999998
3521,18,-37.120609,144.882105
3522,11,-37.086545,144.77463799999998
3523,142,-36.8689171,144.73220830000002
3525,23,-36.239494928571425,143.41061007142858
3527,14,-36.024669333333335,143.2906032222222
3537,5,-36.02906788888888,143.71328933333336
3540,10,-35.86432175,143.50132200000002
3544,18,-35.473746166666665,143.2232645
3546,45,-35.09422685714286,142.89385900000002
3549,375,-34.70477808333333,142.76398291666666
3550,3703,-36.765622,144.28216371428573
3551,585,-36.752959297297295,144.26985943243244
3555,823,-36.790983833333335,144.2488545
3556,645,-36.676563800000004,144.2326445
3557,56,-36.667588800000004,144.5392366
3558,21,-36.5041136,144.64301840000002
3559,14,-36.527941000000006,144.70414100000002
3561,89,-36.319295727272724,144.66853272727275
3563,30,-36.271227,144.481629
3564,1315,-36.12481792307692,144.6699760769231
3566,7,-35.957440999999996,144.366659
3567,7,-35.895120500000004,144.271858
3568,119,-35.828782636363634,144.18635118181822
3571,10,-36.388728,144.21578575
3573,8,-36.21766040000001,144.31311060000002
3575,12,-36.06727466666667,144.1314691111111
3579,247,-35.719053103448275,143.86902603448277
3583,27,-35.506577,143.63843400000002
3584,20,-35.4841905,143.636444
3585,1315,-35.36825726666666,143.43970073333332
3586,20,-35.26978814285714,143.5551892857143
3588,17,-35.270527,143.454012
3589,27,-35.250322499999996,143.45036
3591,10,-35.217734,143.405908
3595,21,-35.187893,143.34886200000003
3607,8,-36.846437,145.19988700000002
3608,97,-36.760866125,145.09204350000002
3610,14,-36.5925212,145.2629854
3612,60,-36.5906568,144.99267120000002
3614,20,-36.484229,145.259357
3616,65,-36.411197,145.18060914285715
3618,10,-36.372412,145.17023700000001
3620,418,-36.290083857142854,145.08640585714286
3621,89,-36.250109599999995,144.955195
3622,10,-36.209209333333334,144.79660633333333
3623,25,-36.467064,144.97732233333332
3624,20,-36.443573,145.068304
3629,577,-36.332208,145.294494
3630,3683,-36.401186833333334,145.44376200000002
3631,290,-36.43928892857143,145.4549715
3633,20,-36.299252,145.481126
3634,86,-36.23882342857143,145.47956071428572
3636,96,-36.1169625,145.53730675
3638,48,-36.044931,145.200547
3639,20,-36.015774500000006,145.0326825
3640,20,-35.973776,145.460399
3641,51,-35.88704425,145.43930525
3644,395,-35.91589957142857,145.6554534285714
3649,24,-36.0523615,145.7243805
3658,425,-37.277642,145.14560866666665
3659,66,-37.11086,145.0636975
3660,1143,-37.05132809090909,145.27098518181822
3664,7,-36.892793,145.23058999999998
3665,7,-36.785096,145.38438466666665
3666,157,-36.752894466666675,145.5749912
3669,93,-36.6309018,145.7174602
3670,30,-36.600644,145.87022466666667
3672,967,-36.553546499999996,145.977664
3673,48,-36.646612375000004,146.038752875
3675,39,-36.4419533,146.19926089999998
3677,1887,-36.353518,146.3133645
3678,101,-36.474162970588225,146.40055382352944
3682,52,-36.170876750000005,146.41887825
3683,11,-36.13089033333333,146.56544866666664
3685,105,-36.04607850000001,146.43410625
3687,3,-36.011553,146.40193
3688,10,-36.142798,146.69602099999997
3690,1980,-36.11586366666666,146.86535266666667
3691,125,-36.264472843750006,147.05390871875005
3695,20,-36.7030775,146.58119825
3698,4,,
3699,14,-36.804223,147.22525166666668
3700,10,-36.197602200000006,147.26251740000004
3701,25,-36.34531271428571,147.36916
3704,10,-36.104644,147.538225
3707,126,-36.28269111111111,147.97058277777776
3708,15,-36.048986,147.930952
3711,22,-37.420458,145.712999
3712,18,-37.2906755,145.8305305
3713,71,-37.211189000000005,145.94607150000002
3714,206,-37.206235,145.67067728571428
3715,10,-36.99067333333333,145.77047766666666
3717,63,-37.257378875,145.413800125
3719,5,-37.03588875,145.6185685
3720,7,-37.023006,145.86227
3722,213,-37.057356,146.23442233333333
3723,103,-37.169274,146.165595125
3725,10,-36.382013,145.8659528
3727,14,-36.2416924,145.944006
3728,8,-36.14759525,145.931804
3730,266,-36.0529784,146.010797
3733,12,-36.749752,146.413426
3737,182,-36.69397642857143,146.77776457142858
3738,7,-36.606336999999996,146.792102
3739,7,-36.703255,146.84579
3740,17,-36.74216366666667,146.851987
3741,148,-36.823528,147.05251783333333
3746,7,-36.30376,146.58444699999998
3747,137,-36.3691386,146.68503520000002
3750,218,-38.380955,144.811911
3751,34,-37.692001,144.885657
3752,667,-37.653074,145.095043
3753,85,-37.468668,144.996239
3754,872,-37.60622,145.12824
3756,620,-37.4073665,144.95538383333334
3757,244,-37.48585514285714,145.18439500000002
3758,45,-37.3689795,145.0281005
3759,20,-37.641394,145.24008600000002
3760,36,-37.620131,145.287916
3761,24,,
3763,56,-37.5122885,145.331097
3764,346,-37.237826500000004,144.924577375
3765,162,-37.805976,145.33951399999998
3766,17,-37.816839,145.367371
3767,8,-37.835062,145.357831
3770,113,-37.72196566666667,145.397724
3775,109,-37.631749799999994,145.3852574
3777,291,-37.621013833333336,145.50262866666665
3779,17,-37.5353805,145.8164125
3781,90,-37.92895166666667,145.51045333333334
3782,175,-37.9176055,145.45475325
3783,131,-37.952496999999994,145.550457
3785,10,-38.270590000000006,144.491163
3786,29,-37.881284,145.342274
3787,7,-37.885437499999995,145.351402
3788,30,-37.859840000000005,145.36383500000002
3789,19,-37.883736999999996,145.364031
3791,38,-37.900585,145.410171
3792,7,-37.887353000000004,145.392574
3793,32,-37.867678000000005,145.408664
3795,7,-37.844151000000004,145.413447
3796,138,-37.792515,145.375605
3797,150,-37.8332226,145.6829556
3799,165,-37.73394228571429,145.73788542857142
3802,652,-37.975281,145.254481
3803,697,-38.004302,145.269261
3804,123,-37.973575499999995,145.339242
3805,2544,-38.032574000000004,145.30163166666668
3806,1288,-38.015392500000004,145.343132
3807,241,-38.0309685,145.37677300000001
3808,52,-37.997619,145.4172385
3809,282,-38.0873855,145.41655400000002
3810,1505,-38.093177499999996,145.49328400000002
3812,52,-38.044687,145.57907466666668
3813,11,-38.071645000000004,145.617148
3814,41,-38.10285175,145.65730375
3815,135,-38.071882,145.71079625
3816,86,-38.10753225,145.77188225
3818,390,-38.159359875,145.841453375
3820,1026,-38.16415866666667,145.959616
3821,98,-38.16082212500001,145.94246681250002
3822,14,-38.225378,145.98999
3823,78,-38.225120999999994,146.05986066666668
3824,173,-38.256450666666666,146.16494333333335
3825,2036,-38.01341179310345,146.30909024137932
3831,10,-37.98555366666667,145.97489233333332
3835,20,-38.331875,146.11869099999998
3840,2979,-38.27271327272727,146.40336672727273
3842,326,-38.321315000000006,146.417986
3844,3386,-38.28546842857143,146.6005142857143
3847,116,-38.187881250000004,146.8038815
3850,1301,-38.181092,147.0654305
3851,190,-38.16714596153845,147.1700251153846
3854,26,-38.127737333333336,146.561018
3856,4,-38.066096,146.670202
3858,205,-37.8125338,146.6928704
3859,17,-37.9293566,146.881555
3860,311,-37.93964975,146.89710875
3862,162,-37.70026091666667,147.19084883333332
3865,40,-37.800359,147.45849099999998
3869,35,-38.369664666666665,146.37626833333334
3870,55,-38.437041400000005,146.30861399999998
3871,153,-38.372766285714285,146.16273114285713
3873,34,-38.285925,146.719797
3874,31,-38.4949578,146.8700352
3875,1685,-37.78165276666667,147.56142296666664
3878,29,-37.89463,147.670253
3880,167,-37.93197925,147.7268525
3882,10,-37.815478000000006,147.734243
3885,55,-37.413180375,148.1203079375
3886,49,-37.735401,148.433878
3887,18,-37.75523666666667,148.12608
3888,276,-37.46925676000001,148.50303875999998
3889,38,-37.63922514285714,148.43941671428573
3890,22,-37.46800725,149.145784125
3892,68,-37.549486,149.729223
3898,47,-37.01506700000001,147.49179025
3902,20,-37.8064375,147.8306595
3903,42,-37.810093,147.84454
3904,58,-37.871520000000004,147.847355
3909,929,-37.860216125,147.97803
3910,353,-38.153809,145.185851
3911,113,-38.196945,145.1702665
3912,308,-38.213286499999995,145.2040685
3913,23,-38.259808,145.186464
3915,1078,-38.3025485,145.1340065
3916,17,-38.41223833333333,145.06869633333332
3918,116,-38.337376,145.177993
3919,142,-38.366119,145.204068
3922,440,-38.48477344444444,145.24424944444445
3923,24,-38.460584000000004,145.307964
3925,90,-38.5196275,145.352307
3926,44,-38.3791885,145.10887825
3927,37,-38.383441999999995,145.147627
3928,7,-38.400438,144.970958
3929,17,-38.473815,145.01628
3930,344,-38.1894405,145.0843605
3931,2586,-38.238386,145.06419499999998
3933,74,-38.237072,145.087375
3934,271,-38.302366,144.99487299999998
3936,405,-38.334214,144.96798566666666
3937,67,-38.376272,145.0175625
3938,72,-37.990225,145.21956
3939,662,-38.3999494,144.90067679999999
3940,214,,
3941,574,-38.384637000000005,144.83690633333333
3942,39,-38.359004999999996,144.76851100000002
3943,109,-38.344297,144.73807
3944,37,-38.338347,144.70928500000002
3950,211,-38.4249642,145.8376572
3953,188,-38.42893221428572,145.99270499999997
3954,15,-38.547015,145.948111
3956,76,-38.65264066666666,146.01616566666667
3959,35,-38.757892999999996,146.0919584
3960,63,-38.69437430769231,146.25008
3962,24,-38.59970514285714,146.36352257142858
3966,15,-38.625918,146.421884
3971,205,-38.559322300000005,146.639867
3975,297,-38.051866000000004,145.250937
3976,697,-38.032221,145.26786299999998
3977,3197,-38.1279186,145.2686198
3978,196,-38.13314,145.36162333333334
3980,107,-38.214145,145.34477433333333
3981,93,-38.19937071428571,145.5746355714286
3984,306,-38.34007369230769,145.5291443076923
3987,41,-38.333067,145.67044099999998
3988,30,-38.31189475000001,145.81291
3991,24,-38.480540999999995,145.467733
3992,48,-38.5444725,145.59331225000003
3995,738,-38.579173142857144,145.57864757142858
3996,93,-38.6304155,145.76916849999998
